"day_number","region","country","state","city","month","day","year","temp"
"1603","Europe","Poland","","Warsaw",5,22,1999,64.3
"1604","Europe","Poland","","Warsaw",5,23,1999,52.9
"1605","Europe","Poland","","Warsaw",5,24,1999,57.1
"1606","Europe","Poland","","Warsaw",5,25,1999,59.7
"1607","Europe","Poland","","Warsaw",5,26,1999,58
"1608","Europe","Poland","","Warsaw",5,27,1999,59.1
"1609","Europe","Poland","","Warsaw",5,28,1999,64.8
"1610","Europe","Poland","","Warsaw",5,29,1999,68.4
"1611","Europe","Poland","","Warsaw",5,30,1999,71.2
"1612","Europe","Poland","","Warsaw",5,31,1999,60.7
"1613","Europe","Poland","","Warsaw",6,1,1999,61.4
"1614","Europe","Poland","","Warsaw",6,2,1999,62.9
"1615","Europe","Poland","","Warsaw",6,3,1999,63.3
"1616","Europe","Poland","","Warsaw",6,4,1999,64
"1617","Europe","Poland","","Warsaw",6,5,1999,66.3
"1618","Europe","Poland","","Warsaw",6,6,1999,70
"1619","Europe","Poland","","Warsaw",6,7,1999,63.8
"1620","Europe","Poland","","Warsaw",6,8,1999,70
"1621","Europe","Poland","","Warsaw",6,9,1999,61
"1622","Europe","Poland","","Warsaw",6,10,1999,63.7
"1623","Europe","Poland","","Warsaw",6,11,1999,69.7
"1624","Europe","Poland","","Warsaw",6,12,1999,71.8
"1625","Europe","Poland","","Warsaw",6,13,1999,63.8
"1626","Europe","Poland","","Warsaw",6,14,1999,67.4
"1627","Europe","Poland","","Warsaw",6,15,1999,66.2
"1628","Europe","Poland","","Warsaw",6,16,1999,66.6
"1629","Europe","Poland","","Warsaw",6,17,1999,64.8
"1630","Europe","Poland","","Warsaw",6,18,1999,63.5
"1631","Europe","Poland","","Warsaw",6,19,1999,68.3
"1632","Europe","Poland","","Warsaw",6,20,1999,66.3
"1633","Europe","Poland","","Warsaw",6,21,1999,63.4
"1634","Europe","Poland","","Warsaw",6,22,1999,56.8
"1635","Europe","Poland","","Warsaw",6,23,1999,51.4
"1636","Europe","Poland","","Warsaw",6,24,1999,54.9
"1637","Europe","Poland","","Warsaw",6,25,1999,56
"1638","Europe","Poland","","Warsaw",6,26,1999,61
"1639","Europe","Poland","","Warsaw",6,27,1999,67.9
"1640","Europe","Poland","","Warsaw",6,28,1999,72
"1641","Europe","Poland","","Warsaw",6,29,1999,67
"1642","Europe","Poland","","Warsaw",6,30,1999,68.1
"1643","Europe","Poland","","Warsaw",7,1,1999,70
"1644","Europe","Poland","","Warsaw",7,2,1999,67.1
"1645","Europe","Poland","","Warsaw",7,3,1999,70.1
"1646","Europe","Poland","","Warsaw",7,4,1999,75.2
"1647","Europe","Poland","","Warsaw",7,5,1999,79
"1648","Europe","Poland","","Warsaw",7,6,1999,78.6
"1649","Europe","Poland","","Warsaw",7,7,1999,69.3
"1650","Europe","Poland","","Warsaw",7,8,1999,65.7
"1651","Europe","Poland","","Warsaw",7,9,1999,68
"1652","Europe","Poland","","Warsaw",7,10,1999,69.7
"1653","Europe","Poland","","Warsaw",7,11,1999,70.6
"1654","Europe","Poland","","Warsaw",7,12,1999,72.4
"1655","Europe","Poland","","Warsaw",7,13,1999,71.7
"1656","Europe","Poland","","Warsaw",7,14,1999,69.2
"1657","Europe","Poland","","Warsaw",7,15,1999,62.3
"1658","Europe","Poland","","Warsaw",7,16,1999,60.8
"1659","Europe","Poland","","Warsaw",7,17,1999,64.6
"1660","Europe","Poland","","Warsaw",7,18,1999,69.8
"1661","Europe","Poland","","Warsaw",7,19,1999,72.4
"1662","Europe","Poland","","Warsaw",7,20,1999,73.5
"1663","Europe","Poland","","Warsaw",7,21,1999,72.9
"1664","Europe","Poland","","Warsaw",7,22,1999,67.4
"1665","Europe","Poland","","Warsaw",7,23,1999,62.3
"1666","Europe","Poland","","Warsaw",7,24,1999,65.2
"1667","Europe","Poland","","Warsaw",7,25,1999,66.8
"1668","Europe","Poland","","Warsaw",7,26,1999,71.1
"1669","Europe","Poland","","Warsaw",7,27,1999,66.3
"1670","Europe","Poland","","Warsaw",7,28,1999,65.2
"1671","Europe","Poland","","Warsaw",7,29,1999,67.7
"1672","Europe","Poland","","Warsaw",7,30,1999,69
"1673","Europe","Poland","","Warsaw",7,31,1999,70.8
"1674","Europe","Poland","","Warsaw",8,1,1999,68.9
"1675","Europe","Poland","","Warsaw",8,2,1999,68.2
"1676","Europe","Poland","","Warsaw",8,3,1999,68
"1677","Europe","Poland","","Warsaw",8,4,1999,66.2
"1678","Europe","Poland","","Warsaw",8,5,1999,68.5
"1679","Europe","Poland","","Warsaw",8,6,1999,66
"1680","Europe","Poland","","Warsaw",8,7,1999,71.3
"1681","Europe","Poland","","Warsaw",8,8,1999,72.5
"1682","Europe","Poland","","Warsaw",8,9,1999,73.8
"1683","Europe","Poland","","Warsaw",8,10,1999,69.5
"1684","Europe","Poland","","Warsaw",8,11,1999,68.6
"1685","Europe","Poland","","Warsaw",8,12,1999,63.2
"1686","Europe","Poland","","Warsaw",8,13,1999,62.2
"1687","Europe","Poland","","Warsaw",8,14,1999,60
"1688","Europe","Poland","","Warsaw",8,15,1999,58.9
"1689","Europe","Poland","","Warsaw",8,16,1999,61.1
"1690","Europe","Poland","","Warsaw",8,17,1999,58
"1691","Europe","Poland","","Warsaw",8,18,1999,62.4
"1692","Europe","Poland","","Warsaw",8,19,1999,66.4
"1693","Europe","Poland","","Warsaw",8,20,1999,64.6
"1694","Europe","Poland","","Warsaw",8,21,1999,59.7
"1695","Europe","Poland","","Warsaw",8,22,1999,58.8
"1696","Europe","Poland","","Warsaw",8,23,1999,58.4
"1697","Europe","Poland","","Warsaw",8,24,1999,59.8
"1698","Europe","Poland","","Warsaw",8,25,1999,60.8
"1699","Europe","Poland","","Warsaw",8,26,1999,60.5
"1700","Europe","Poland","","Warsaw",8,27,1999,62.5
"1701","Europe","Poland","","Warsaw",8,28,1999,65.7
"1702","Europe","Poland","","Warsaw",8,29,1999,61.9
"1703","Europe","Poland","","Warsaw",8,30,1999,60.9
"1704","Europe","Poland","","Warsaw",8,31,1999,63.5
"1705","Europe","Poland","","Warsaw",9,1,1999,57.9
"1706","Europe","Poland","","Warsaw",9,2,1999,57.7
"1707","Europe","Poland","","Warsaw",9,3,1999,62.6
"1708","Europe","Poland","","Warsaw",9,4,1999,61.1
"1709","Europe","Poland","","Warsaw",9,5,1999,63.1
"1710","Europe","Poland","","Warsaw",9,6,1999,63.2
"1711","Europe","Poland","","Warsaw",9,7,1999,64
"1712","Europe","Poland","","Warsaw",9,8,1999,66
"1713","Europe","Poland","","Warsaw",9,9,1999,68.9
"1714","Europe","Poland","","Warsaw",9,10,1999,66.2
"1715","Europe","Poland","","Warsaw",9,11,1999,61.5
"1716","Europe","Poland","","Warsaw",9,12,1999,60.2
"1717","Europe","Poland","","Warsaw",9,13,1999,53.5
"1718","Europe","Poland","","Warsaw",9,14,1999,49.4
"1719","Europe","Poland","","Warsaw",9,15,1999,50.5
"1720","Europe","Poland","","Warsaw",9,16,1999,50.8
"1721","Europe","Poland","","Warsaw",9,17,1999,53.4
"1722","Europe","Poland","","Warsaw",9,18,1999,58.2
"1723","Europe","Poland","","Warsaw",9,19,1999,60.1
"1724","Europe","Poland","","Warsaw",9,20,1999,62.8
"1725","Europe","Poland","","Warsaw",9,21,1999,66.4
"1726","Europe","Poland","","Warsaw",9,22,1999,62.7
"1727","Europe","Poland","","Warsaw",9,23,1999,65
"1728","Europe","Poland","","Warsaw",9,24,1999,63.7
"1729","Europe","Poland","","Warsaw",9,25,1999,63.1
"1730","Europe","Poland","","Warsaw",9,26,1999,61.2
"1731","Europe","Poland","","Warsaw",9,27,1999,60.2
"1732","Europe","Poland","","Warsaw",9,28,1999,59.5
"1733","Europe","Poland","","Warsaw",9,29,1999,59
"1734","Europe","Poland","","Warsaw",9,30,1999,59.4
"1735","Europe","Poland","","Warsaw",10,1,1999,58.8
"1736","Europe","Poland","","Warsaw",10,2,1999,58.5
"1737","Europe","Poland","","Warsaw",10,3,1999,62.9
"1738","Europe","Poland","","Warsaw",10,4,1999,51.8
"1739","Europe","Poland","","Warsaw",10,5,1999,49.6
"1740","Europe","Poland","","Warsaw",10,6,1999,49.1
"1741","Europe","Poland","","Warsaw",10,7,1999,47.8
"1742","Europe","Poland","","Warsaw",10,8,1999,48.4
"1743","Europe","Poland","","Warsaw",10,9,1999,50.8
"1744","Europe","Poland","","Warsaw",10,10,1999,46.8
"1745","Europe","Poland","","Warsaw",10,11,1999,49.9
"1746","Europe","Poland","","Warsaw",10,12,1999,50.1
"1747","Europe","Poland","","Warsaw",10,13,1999,48.4
"1748","Europe","Poland","","Warsaw",10,14,1999,45.5
"1749","Europe","Poland","","Warsaw",10,15,1999,42.6
"1750","Europe","Poland","","Warsaw",10,16,1999,40.4
"1751","Europe","Poland","","Warsaw",10,17,1999,38.7
"1752","Europe","Poland","","Warsaw",10,18,1999,37.5
"1753","Europe","Poland","","Warsaw",10,19,1999,37.7
"1754","Europe","Poland","","Warsaw",10,20,1999,34.3
"1755","Europe","Poland","","Warsaw",10,21,1999,33.1
"1756","Europe","Poland","","Warsaw",10,22,1999,36.7
"1757","Europe","Poland","","Warsaw",10,23,1999,42.3
"1758","Europe","Poland","","Warsaw",10,24,1999,47.7
"1759","Europe","Poland","","Warsaw",10,25,1999,54.9
"1760","Europe","Poland","","Warsaw",10,26,1999,55.7
"1761","Europe","Poland","","Warsaw",10,27,1999,51.3
"1762","Europe","Poland","","Warsaw",10,28,1999,49.7
"1763","Europe","Poland","","Warsaw",10,29,1999,44.8
"1764","Europe","Poland","","Warsaw",10,30,1999,39.4
"1765","Europe","Poland","","Warsaw",10,31,1999,48.3
"1766","Europe","Poland","","Warsaw",11,1,1999,47.5
"1767","Europe","Poland","","Warsaw",11,2,1999,52.3
"1768","Europe","Poland","","Warsaw",11,3,1999,47.5
"1769","Europe","Poland","","Warsaw",11,4,1999,39.5
"1770","Europe","Poland","","Warsaw",11,5,1999,39
"1771","Europe","Poland","","Warsaw",11,6,1999,44.4
"1772","Europe","Poland","","Warsaw",11,7,1999,42.1
"1773","Europe","Poland","","Warsaw",11,8,1999,43
"1774","Europe","Poland","","Warsaw",11,9,1999,39.6
"1775","Europe","Poland","","Warsaw",11,10,1999,31.9
"1776","Europe","Poland","","Warsaw",11,11,1999,29.6
"1777","Europe","Poland","","Warsaw",11,12,1999,32
"1778","Europe","Poland","","Warsaw",11,13,1999,34.2
"1779","Europe","Poland","","Warsaw",11,14,1999,32.3
"1780","Europe","Poland","","Warsaw",11,15,1999,31.9
"1781","Europe","Poland","","Warsaw",11,16,1999,29.6
"1782","Europe","Poland","","Warsaw",11,17,1999,28.3
"1783","Europe","Poland","","Warsaw",11,18,1999,29.2
"1784","Europe","Poland","","Warsaw",11,19,1999,29.8
"1785","Europe","Poland","","Warsaw",11,20,1999,25
"1786","Europe","Poland","","Warsaw",11,21,1999,24.5
"1787","Europe","Poland","","Warsaw",11,22,1999,22.1
"1788","Europe","Poland","","Warsaw",11,23,1999,27.9
"1789","Europe","Poland","","Warsaw",11,24,1999,30.3
"1790","Europe","Poland","","Warsaw",11,25,1999,28.7
"1791","Europe","Poland","","Warsaw",11,26,1999,35.9
"1792","Europe","Poland","","Warsaw",11,27,1999,36.6
"1793","Europe","Poland","","Warsaw",11,28,1999,37.7
"1794","Europe","Poland","","Warsaw",11,29,1999,35.9
"1795","Europe","Poland","","Warsaw",11,30,1999,36.1
"1796","Europe","Poland","","Warsaw",12,1,1999,42.2
"1797","Europe","Poland","","Warsaw",12,2,1999,39.4
"1798","Europe","Poland","","Warsaw",12,3,1999,39
"1799","Europe","Poland","","Warsaw",12,4,1999,40.1
"1800","Europe","Poland","","Warsaw",12,5,1999,32.1
"1801","Europe","Poland","","Warsaw",12,6,1999,32.1
"1802","Europe","Poland","","Warsaw",12,7,1999,38.2
"1803","Europe","Poland","","Warsaw",12,8,1999,41
"1804","Europe","Poland","","Warsaw",12,9,1999,40.1
"1805","Europe","Poland","","Warsaw",12,10,1999,41
"1806","Europe","Poland","","Warsaw",12,11,1999,38
"1807","Europe","Poland","","Warsaw",12,12,1999,44.1
"1808","Europe","Poland","","Warsaw",12,13,1999,40.7
"1809","Europe","Poland","","Warsaw",12,14,1999,32.9
"1810","Europe","Poland","","Warsaw",12,15,1999,33.7
"1811","Europe","Poland","","Warsaw",12,16,1999,32.7
"1812","Europe","Poland","","Warsaw",12,17,1999,31
"1813","Europe","Poland","","Warsaw",12,18,1999,33.9
"1814","Europe","Poland","","Warsaw",12,19,1999,29.4
"1815","Europe","Poland","","Warsaw",12,20,1999,29.8
"1816","Europe","Poland","","Warsaw",12,21,1999,28.4
"1817","Europe","Poland","","Warsaw",12,22,1999,22.6
"1818","Europe","Poland","","Warsaw",12,23,1999,22.9
"1819","Europe","Poland","","Warsaw",12,24,1999,20.1
"1820","Europe","Poland","","Warsaw",12,25,1999,23.3
"1821","Europe","Poland","","Warsaw",12,26,1999,28.7
"1822","Europe","Poland","","Warsaw",12,27,1999,30.7
"1823","Europe","Poland","","Warsaw",12,28,1999,31.1
"1824","Europe","Poland","","Warsaw",12,29,1999,29.5
"1825","Europe","Poland","","Warsaw",12,30,1999,29
"1826","Europe","Poland","","Warsaw",12,31,1999,30.9
"1827","Europe","Poland","","Warsaw",1,1,2000,30
"1828","Europe","Poland","","Warsaw",1,2,2000,21.8
"1829","Europe","Poland","","Warsaw",1,3,2000,34.2
"1830","Europe","Poland","","Warsaw",1,4,2000,36.2
"1831","Europe","Poland","","Warsaw",1,5,2000,36.8
"1832","Europe","Poland","","Warsaw",1,6,2000,33.5
"1833","Europe","Poland","","Warsaw",1,7,2000,32.8
"1834","Europe","Poland","","Warsaw",1,8,2000,35.2
"1835","Europe","Poland","","Warsaw",1,9,2000,34.2
"1836","Europe","Poland","","Warsaw",1,10,2000,34.8
"1837","Europe","Poland","","Warsaw",1,11,2000,33
"1838","Europe","Poland","","Warsaw",1,12,2000,29.4
"1839","Europe","Poland","","Warsaw",1,13,2000,23.8
"1840","Europe","Poland","","Warsaw",1,14,2000,22.5
"1841","Europe","Poland","","Warsaw",1,15,2000,26.7
"1842","Europe","Poland","","Warsaw",1,16,2000,28.1
"1843","Europe","Poland","","Warsaw",1,17,2000,35.1
"1844","Europe","Poland","","Warsaw",1,18,2000,32.3
"1845","Europe","Poland","","Warsaw",1,19,2000,27.5
"1846","Europe","Poland","","Warsaw",1,20,2000,29.4
"1847","Europe","Poland","","Warsaw",1,21,2000,25.1
"1848","Europe","Poland","","Warsaw",1,22,2000,17.4
"1849","Europe","Poland","","Warsaw",1,23,2000,12.2
"1850","Europe","Poland","","Warsaw",1,24,2000,15.4
"1851","Europe","Poland","","Warsaw",1,25,2000,19.6
"1852","Europe","Poland","","Warsaw",1,26,2000,28.9
"1853","Europe","Poland","","Warsaw",1,27,2000,34.3
"1854","Europe","Poland","","Warsaw",1,28,2000,34
"1855","Europe","Poland","","Warsaw",1,29,2000,35.5
"1856","Europe","Poland","","Warsaw",1,30,2000,38.5
"1857","Europe","Poland","","Warsaw",1,31,2000,37.6
"1858","Europe","Poland","","Warsaw",2,1,2000,39
"1859","Europe","Poland","","Warsaw",2,2,2000,42
"1860","Europe","Poland","","Warsaw",2,3,2000,35.4
"1861","Europe","Poland","","Warsaw",2,4,2000,32.1
"1862","Europe","Poland","","Warsaw",2,5,2000,44.7
"1863","Europe","Poland","","Warsaw",2,6,2000,46.1
"1864","Europe","Poland","","Warsaw",2,7,2000,44.3
"1865","Europe","Poland","","Warsaw",2,8,2000,41.8
"1866","Europe","Poland","","Warsaw",2,9,2000,40.4
"1867","Europe","Poland","","Warsaw",2,10,2000,36.1
"1868","Europe","Poland","","Warsaw",2,11,2000,36.8
"1869","Europe","Poland","","Warsaw",2,12,2000,36.6
"1870","Europe","Poland","","Warsaw",2,13,2000,37.1
"1871","Europe","Poland","","Warsaw",2,14,2000,33.2
"1872","Europe","Poland","","Warsaw",2,15,2000,31
"1873","Europe","Poland","","Warsaw",2,16,2000,37.6
"1874","Europe","Poland","","Warsaw",2,17,2000,33.1
"1875","Europe","Poland","","Warsaw",2,18,2000,31.9
"1876","Europe","Poland","","Warsaw",2,19,2000,30.6
"1877","Europe","Poland","","Warsaw",2,20,2000,30.1
"1878","Europe","Poland","","Warsaw",2,21,2000,28.1
"1879","Europe","Poland","","Warsaw",2,22,2000,29.6
"1880","Europe","Poland","","Warsaw",2,23,2000,30.3
"1881","Europe","Poland","","Warsaw",2,24,2000,30.5
"1882","Europe","Poland","","Warsaw",2,25,2000,36.5
"1883","Europe","Poland","","Warsaw",2,26,2000,37.2
"1884","Europe","Poland","","Warsaw",2,27,2000,38.3
"1885","Europe","Poland","","Warsaw",2,28,2000,42
"1886","Europe","Poland","","Warsaw",2,29,2000,44.6
"1887","Europe","Poland","","Warsaw",3,1,2000,43.8
"1888","Europe","Poland","","Warsaw",3,2,2000,36.8
"1889","Europe","Poland","","Warsaw",3,3,2000,37.3
"1890","Europe","Poland","","Warsaw",3,4,2000,37.3
"1891","Europe","Poland","","Warsaw",3,5,2000,30.1
"1892","Europe","Poland","","Warsaw",3,6,2000,33.3
"1893","Europe","Poland","","Warsaw",3,7,2000,44.9
"1894","Europe","Poland","","Warsaw",3,8,2000,44.7
"1895","Europe","Poland","","Warsaw",3,9,2000,42.8
"1896","Europe","Poland","","Warsaw",3,10,2000,32.3
"1897","Europe","Poland","","Warsaw",3,11,2000,29.6
"1898","Europe","Poland","","Warsaw",3,12,2000,27.2
"1899","Europe","Poland","","Warsaw",3,13,2000,31.6
"1900","Europe","Poland","","Warsaw",3,14,2000,41.8
"1901","Europe","Poland","","Warsaw",3,15,2000,35.2
"1902","Europe","Poland","","Warsaw",3,16,2000,32.3
"1903","Europe","Poland","","Warsaw",3,17,2000,31.2
"1904","Europe","Poland","","Warsaw",3,18,2000,32
"1905","Europe","Poland","","Warsaw",3,19,2000,30.8
"1906","Europe","Poland","","Warsaw",3,20,2000,33.8
"1907","Europe","Poland","","Warsaw",3,21,2000,39.3
"1908","Europe","Poland","","Warsaw",3,22,2000,43.9
"1909","Europe","Poland","","Warsaw",3,23,2000,43.3
"1910","Europe","Poland","","Warsaw",3,24,2000,35.6
"1911","Europe","Poland","","Warsaw",3,25,2000,38.7
"1912","Europe","Poland","","Warsaw",3,26,2000,45.7
"1913","Europe","Poland","","Warsaw",3,27,2000,48.7
"1914","Europe","Poland","","Warsaw",3,28,2000,45.9
"1915","Europe","Poland","","Warsaw",3,29,2000,44.2
"1916","Europe","Poland","","Warsaw",3,30,2000,41
"1917","Europe","Poland","","Warsaw",3,31,2000,43.4
"1918","Europe","Poland","","Warsaw",4,1,2000,41
"1919","Europe","Poland","","Warsaw",4,2,2000,41.7
"1920","Europe","Poland","","Warsaw",4,3,2000,46.7
"1921","Europe","Poland","","Warsaw",4,4,2000,52.6
"1922","Europe","Poland","","Warsaw",4,5,2000,49.8
"1923","Europe","Poland","","Warsaw",4,6,2000,38.5
"1924","Europe","Poland","","Warsaw",4,7,2000,37.6
"1925","Europe","Poland","","Warsaw",4,8,2000,35.8
"1926","Europe","Poland","","Warsaw",4,9,2000,36.6
"1927","Europe","Poland","","Warsaw",4,10,2000,42.5
"1928","Europe","Poland","","Warsaw",4,11,2000,48.4
"1929","Europe","Poland","","Warsaw",4,12,2000,51.6
"1930","Europe","Poland","","Warsaw",4,13,2000,50.7
"1931","Europe","Poland","","Warsaw",4,14,2000,51.9
"1932","Europe","Poland","","Warsaw",4,15,2000,53.9
"1933","Europe","Poland","","Warsaw",4,16,2000,51.9
"1934","Europe","Poland","","Warsaw",4,17,2000,54.9
"1935","Europe","Poland","","Warsaw",4,18,2000,61.8
"1936","Europe","Poland","","Warsaw",4,19,2000,65.5
"1937","Europe","Poland","","Warsaw",4,20,2000,66.5
"1938","Europe","Poland","","Warsaw",4,21,2000,65.4
"1939","Europe","Poland","","Warsaw",4,22,2000,64.5
"1940","Europe","Poland","","Warsaw",4,23,2000,66.3
"1941","Europe","Poland","","Warsaw",4,24,2000,63.9
"1942","Europe","Poland","","Warsaw",4,25,2000,58.3
"1943","Europe","Poland","","Warsaw",4,26,2000,61.3
"1944","Europe","Poland","","Warsaw",4,27,2000,63
"1945","Europe","Poland","","Warsaw",4,28,2000,67.7
"1946","Europe","Poland","","Warsaw",4,29,2000,69.3
"1947","Europe","Poland","","Warsaw",4,30,2000,67.8
"1948","Europe","Poland","","Warsaw",5,1,2000,63.1
"1949","Europe","Poland","","Warsaw",5,2,2000,48.7
"1950","Europe","Poland","","Warsaw",5,3,2000,50.4
"1951","Europe","Poland","","Warsaw",5,4,2000,55.9
"1952","Europe","Poland","","Warsaw",5,5,2000,59.5
"1953","Europe","Poland","","Warsaw",5,6,2000,60.6
"1954","Europe","Poland","","Warsaw",5,7,2000,59.8
"1955","Europe","Poland","","Warsaw",5,8,2000,60
"1956","Europe","Poland","","Warsaw",5,9,2000,62.6
"1957","Europe","Poland","","Warsaw",5,10,2000,64.7
"1958","Europe","Poland","","Warsaw",5,11,2000,65.2
"1959","Europe","Poland","","Warsaw",5,12,2000,49
"1960","Europe","Poland","","Warsaw",5,13,2000,48.6
"1961","Europe","Poland","","Warsaw",5,14,2000,60.3
"1962","Europe","Poland","","Warsaw",5,15,2000,65.8
"1963","Europe","Poland","","Warsaw",5,16,2000,68.1
"1964","Europe","Poland","","Warsaw",5,17,2000,72.2
"1965","Europe","Poland","","Warsaw",5,18,2000,64.6
"1966","Europe","Poland","","Warsaw",5,19,2000,56.3
"1967","Europe","Poland","","Warsaw",5,20,2000,55.9
"1968","Europe","Poland","","Warsaw",5,21,2000,51.7
"1969","Europe","Poland","","Warsaw",5,22,2000,57.9
"1970","Europe","Poland","","Warsaw",5,23,2000,60.1
"1971","Europe","Poland","","Warsaw",5,24,2000,60.5
"1972","Europe","Poland","","Warsaw",5,25,2000,66.5
"1973","Europe","Poland","","Warsaw",5,26,2000,63.3
"1974","Europe","Poland","","Warsaw",5,27,2000,71.5
"1975","Europe","Poland","","Warsaw",5,28,2000,65.8
"1976","Europe","Poland","","Warsaw",5,29,2000,56.6
"1977","Europe","Poland","","Warsaw",5,30,2000,53.1
"1978","Europe","Poland","","Warsaw",5,31,2000,51.6
"1979","Europe","Poland","","Warsaw",6,1,2000,55.6
"1980","Europe","Poland","","Warsaw",6,2,2000,61.5
"1981","Europe","Poland","","Warsaw",6,3,2000,69
"1982","Europe","Poland","","Warsaw",6,4,2000,72.7
"1983","Europe","Poland","","Warsaw",6,5,2000,73.3
"1984","Europe","Poland","","Warsaw",6,6,2000,70.7
"1985","Europe","Poland","","Warsaw",6,7,2000,59.9
"1986","Europe","Poland","","Warsaw",6,8,2000,56.4
"1987","Europe","Poland","","Warsaw",6,9,2000,60.6
"1988","Europe","Poland","","Warsaw",6,10,2000,66.8
"1989","Europe","Poland","","Warsaw",6,11,2000,74.4
"1990","Europe","Poland","","Warsaw",6,12,2000,71.1
"1991","Europe","Poland","","Warsaw",6,13,2000,70.2
"1992","Europe","Poland","","Warsaw",6,14,2000,72.4
"1993","Europe","Poland","","Warsaw",6,15,2000,63.1
"1994","Europe","Poland","","Warsaw",6,16,2000,51.7
"1995","Europe","Poland","","Warsaw",6,17,2000,51.9
"1996","Europe","Poland","","Warsaw",6,18,2000,53
"1997","Europe","Poland","","Warsaw",6,19,2000,60.4
"1998","Europe","Poland","","Warsaw",6,20,2000,72.6
"1999","Europe","Poland","","Warsaw",6,21,2000,78.9
"2000","Europe","Poland","","Warsaw",6,22,2000,80.2
"2001","Europe","Poland","","Warsaw",6,23,2000,71.5
"2002","Europe","Poland","","Warsaw",6,24,2000,65.6
"2003","Europe","Poland","","Warsaw",6,25,2000,61.9
"2004","Europe","Poland","","Warsaw",6,26,2000,58
"2005","Europe","Poland","","Warsaw",6,27,2000,53.4
"2006","Europe","Poland","","Warsaw",6,28,2000,53.5
"2007","Europe","Poland","","Warsaw",6,29,2000,55.1
"2008","Europe","Poland","","Warsaw",6,30,2000,54.9
"2009","Europe","Poland","","Warsaw",7,1,2000,57.9
"2010","Europe","Poland","","Warsaw",7,2,2000,58.5
"2011","Europe","Poland","","Warsaw",7,3,2000,63.4
"2012","Europe","Poland","","Warsaw",7,4,2000,68.7
"2013","Europe","Poland","","Warsaw",7,5,2000,64.5
"2014","Europe","Poland","","Warsaw",7,6,2000,61.3
"2015","Europe","Poland","","Warsaw",7,7,2000,63.4
"2016","Europe","Poland","","Warsaw",7,8,2000,59.4
"2017","Europe","Poland","","Warsaw",7,9,2000,56.1
"2018","Europe","Poland","","Warsaw",7,10,2000,62.2
"2019","Europe","Poland","","Warsaw",7,11,2000,67.2
"2020","Europe","Poland","","Warsaw",7,12,2000,62.1
"2021","Europe","Poland","","Warsaw",7,13,2000,58.3
"2022","Europe","Poland","","Warsaw",7,14,2000,58.3
"2023","Europe","Poland","","Warsaw",7,15,2000,62.6
"2024","Europe","Poland","","Warsaw",7,16,2000,61.1
"2025","Europe","Poland","","Warsaw",7,17,2000,60.5
"2026","Europe","Poland","","Warsaw",7,18,2000,59.4
"2027","Europe","Poland","","Warsaw",7,19,2000,57.4
"2028","Europe","Poland","","Warsaw",7,20,2000,59.1
"2029","Europe","Poland","","Warsaw",7,21,2000,59.2
"2030","Europe","Poland","","Warsaw",7,22,2000,61.3
"2031","Europe","Poland","","Warsaw",7,23,2000,60.4
"2032","Europe","Poland","","Warsaw",7,24,2000,65.5
"2033","Europe","Poland","","Warsaw",7,25,2000,64.9
"2034","Europe","Poland","","Warsaw",7,26,2000,68.3
"2035","Europe","Poland","","Warsaw",7,27,2000,64.9
"2036","Europe","Poland","","Warsaw",7,28,2000,64.9
"2037","Europe","Poland","","Warsaw",7,29,2000,60.8
"2038","Europe","Poland","","Warsaw",7,30,2000,63
"2039","Europe","Poland","","Warsaw",7,31,2000,62.3
"2040","Europe","Poland","","Warsaw",8,1,2000,62
"2041","Europe","Poland","","Warsaw",8,2,2000,69
"2042","Europe","Poland","","Warsaw",8,3,2000,66.2
"2043","Europe","Poland","","Warsaw",8,4,2000,63.9
"2044","Europe","Poland","","Warsaw",8,5,2000,64.4
"2045","Europe","Poland","","Warsaw",8,6,2000,67.4
"2046","Europe","Poland","","Warsaw",8,7,2000,66
"2047","Europe","Poland","","Warsaw",8,8,2000,59.3
"2048","Europe","Poland","","Warsaw",8,9,2000,57.9
"2049","Europe","Poland","","Warsaw",8,10,2000,60.9
"2050","Europe","Poland","","Warsaw",8,11,2000,65.1
"2051","Europe","Poland","","Warsaw",8,12,2000,65
"2052","Europe","Poland","","Warsaw",8,13,2000,66
"2053","Europe","Poland","","Warsaw",8,14,2000,67.8
"2054","Europe","Poland","","Warsaw",8,15,2000,69.6
"2055","Europe","Poland","","Warsaw",8,16,2000,68.5
"2056","Europe","Poland","","Warsaw",8,17,2000,69.3
"2057","Europe","Poland","","Warsaw",8,18,2000,69.7
"2058","Europe","Poland","","Warsaw",8,19,2000,73.5
"2059","Europe","Poland","","Warsaw",8,20,2000,70.3
"2060","Europe","Poland","","Warsaw",8,21,2000,71.1
"2061","Europe","Poland","","Warsaw",8,22,2000,63.2
"2062","Europe","Poland","","Warsaw",8,23,2000,58
"2063","Europe","Poland","","Warsaw",8,24,2000,58.2
"2064","Europe","Poland","","Warsaw",8,25,2000,56.9
"2065","Europe","Poland","","Warsaw",8,26,2000,59.1
"2066","Europe","Poland","","Warsaw",8,27,2000,60.7
"2067","Europe","Poland","","Warsaw",8,28,2000,63.1
"2068","Europe","Poland","","Warsaw",8,29,2000,65.8
"2069","Europe","Poland","","Warsaw",8,30,2000,64.1
"2070","Europe","Poland","","Warsaw",8,31,2000,62.2
"2071","Europe","Poland","","Warsaw",9,1,2000,63
