"day_number","region","country","state","city","month","day","year","temp"
"1","Europe","Poland","","Warsaw",1,1,1995,35.4
"2","Europe","Poland","","Warsaw",1,2,1995,30.5
"3","Europe","Poland","","Warsaw",1,3,1995,27.2
"4","Europe","Poland","","Warsaw",1,4,1995,22.9
"5","Europe","Poland","","Warsaw",1,5,1995,18.7
"6","Europe","Poland","","Warsaw",1,6,1995,19.7
"7","Europe","Poland","","Warsaw",1,7,1995,21.6
"8","Europe","Poland","","Warsaw",1,8,1995,26.6
"9","Europe","Poland","","Warsaw",1,9,1995,27.4
"10","Europe","Poland","","Warsaw",1,10,1995,31
"11","Europe","Poland","","Warsaw",1,11,1995,30.9
"12","Europe","Poland","","Warsaw",1,12,1995,30.8
"13","Europe","Poland","","Warsaw",1,13,1995,28.5
"14","Europe","Poland","","Warsaw",1,14,1995,20.4
"15","Europe","Poland","","Warsaw",1,15,1995,27.6
"16","Europe","Poland","","Warsaw",1,16,1995,30.7
"17","Europe","Poland","","Warsaw",1,17,1995,23.7
"18","Europe","Poland","","Warsaw",1,18,1995,20
"19","Europe","Poland","","Warsaw",1,19,1995,16.8
"20","Europe","Poland","","Warsaw",1,20,1995,16
"21","Europe","Poland","","Warsaw",1,21,1995,20.3
"22","Europe","Poland","","Warsaw",1,22,1995,29.5
"23","Europe","Poland","","Warsaw",1,23,1995,38.8
"24","Europe","Poland","","Warsaw",1,24,1995,38.8
"25","Europe","Poland","","Warsaw",1,25,1995,37
"26","Europe","Poland","","Warsaw",1,26,1995,39.9
"27","Europe","Poland","","Warsaw",1,27,1995,37.8
"28","Europe","Poland","","Warsaw",1,28,1995,34.4
"29","Europe","Poland","","Warsaw",1,29,1995,42.4
"30","Europe","Poland","","Warsaw",1,30,1995,40.6
"31","Europe","Poland","","Warsaw",1,31,1995,29.5
"32","Europe","Poland","","Warsaw",2,1,1995,33.2
"33","Europe","Poland","","Warsaw",2,2,1995,40.6
"34","Europe","Poland","","Warsaw",2,3,1995,31.2
"35","Europe","Poland","","Warsaw",2,4,1995,35.1
"36","Europe","Poland","","Warsaw",2,5,1995,36.9
"37","Europe","Poland","","Warsaw",2,6,1995,39.1
"38","Europe","Poland","","Warsaw",2,7,1995,44.8
"39","Europe","Poland","","Warsaw",2,8,1995,33.8
"40","Europe","Poland","","Warsaw",2,9,1995,29.6
"41","Europe","Poland","","Warsaw",2,10,1995,28.2
"42","Europe","Poland","","Warsaw",2,11,1995,32.6
"43","Europe","Poland","","Warsaw",2,12,1995,40.6
"44","Europe","Poland","","Warsaw",2,13,1995,42.8
"45","Europe","Poland","","Warsaw",2,14,1995,42.2
"46","Europe","Poland","","Warsaw",2,15,1995,43.9
"47","Europe","Poland","","Warsaw",2,16,1995,45
"48","Europe","Poland","","Warsaw",2,17,1995,41.5
"49","Europe","Poland","","Warsaw",2,18,1995,40.3
"50","Europe","Poland","","Warsaw",2,19,1995,36.4
"51","Europe","Poland","","Warsaw",2,20,1995,41.7
"52","Europe","Poland","","Warsaw",2,21,1995,41.2
"53","Europe","Poland","","Warsaw",2,22,1995,41.2
"54","Europe","Poland","","Warsaw",2,23,1995,35
"55","Europe","Poland","","Warsaw",2,24,1995,36.9
"56","Europe","Poland","","Warsaw",2,25,1995,35.3
"57","Europe","Poland","","Warsaw",2,26,1995,34.6
"58","Europe","Poland","","Warsaw",2,27,1995,34.4
"59","Europe","Poland","","Warsaw",2,28,1995,37.1
"60","Europe","Poland","","Warsaw",3,1,1995,44.8
"61","Europe","Poland","","Warsaw",3,2,1995,45.2
"62","Europe","Poland","","Warsaw",3,3,1995,40
"63","Europe","Poland","","Warsaw",3,4,1995,42.6
"64","Europe","Poland","","Warsaw",3,5,1995,38
"65","Europe","Poland","","Warsaw",3,6,1995,40
"66","Europe","Poland","","Warsaw",3,7,1995,39.4
"67","Europe","Poland","","Warsaw",3,8,1995,38.3
"68","Europe","Poland","","Warsaw",3,9,1995,37.3
"69","Europe","Poland","","Warsaw",3,10,1995,38.2
"70","Europe","Poland","","Warsaw",3,11,1995,33.3
"71","Europe","Poland","","Warsaw",3,12,1995,37.3
"72","Europe","Poland","","Warsaw",3,13,1995,28.4
"73","Europe","Poland","","Warsaw",3,14,1995,23.7
"74","Europe","Poland","","Warsaw",3,15,1995,30
"75","Europe","Poland","","Warsaw",3,16,1995,35.8
"76","Europe","Poland","","Warsaw",3,17,1995,40.4
"77","Europe","Poland","","Warsaw",3,18,1995,44
"78","Europe","Poland","","Warsaw",3,19,1995,39.4
"79","Europe","Poland","","Warsaw",3,20,1995,38.2
"80","Europe","Poland","","Warsaw",3,21,1995,37
"81","Europe","Poland","","Warsaw",3,22,1995,36.9
"82","Europe","Poland","","Warsaw",3,23,1995,36.7
"83","Europe","Poland","","Warsaw",3,24,1995,45.9
"84","Europe","Poland","","Warsaw",3,25,1995,44.5
"85","Europe","Poland","","Warsaw",3,26,1995,36.5
"86","Europe","Poland","","Warsaw",3,27,1995,39
"87","Europe","Poland","","Warsaw",3,28,1995,29.5
"88","Europe","Poland","","Warsaw",3,29,1995,32.6
"89","Europe","Poland","","Warsaw",3,30,1995,31.4
"90","Europe","Poland","","Warsaw",3,31,1995,33.4
"91","Europe","Poland","","Warsaw",4,1,1995,35.1
"92","Europe","Poland","","Warsaw",4,2,1995,43.1
"93","Europe","Poland","","Warsaw",4,3,1995,44.7
"94","Europe","Poland","","Warsaw",4,4,1995,43.4
"95","Europe","Poland","","Warsaw",4,5,1995,38.4
"96","Europe","Poland","","Warsaw",4,6,1995,44.2
"97","Europe","Poland","","Warsaw",4,7,1995,43.1
"98","Europe","Poland","","Warsaw",4,8,1995,35.9
"99","Europe","Poland","","Warsaw",4,9,1995,35.7
"100","Europe","Poland","","Warsaw",4,10,1995,34.2
"101","Europe","Poland","","Warsaw",4,11,1995,35
"102","Europe","Poland","","Warsaw",4,12,1995,33.8
"103","Europe","Poland","","Warsaw",4,13,1995,36.7
"104","Europe","Poland","","Warsaw",4,14,1995,48
"105","Europe","Poland","","Warsaw",4,15,1995,46.1
"106","Europe","Poland","","Warsaw",4,16,1995,42.8
"107","Europe","Poland","","Warsaw",4,17,1995,41
"108","Europe","Poland","","Warsaw",4,18,1995,46.2
"109","Europe","Poland","","Warsaw",4,19,1995,53.4
"110","Europe","Poland","","Warsaw",4,20,1995,56.1
"111","Europe","Poland","","Warsaw",4,21,1995,54.6
"112","Europe","Poland","","Warsaw",4,22,1995,63.3
"113","Europe","Poland","","Warsaw",4,23,1995,63.5
"114","Europe","Poland","","Warsaw",4,24,1995,60.5
"115","Europe","Poland","","Warsaw",4,25,1995,61.5
"116","Europe","Poland","","Warsaw",4,26,1995,57.2
"117","Europe","Poland","","Warsaw",4,27,1995,51.4
"118","Europe","Poland","","Warsaw",4,28,1995,47.8
"119","Europe","Poland","","Warsaw",4,29,1995,40.6
"120","Europe","Poland","","Warsaw",4,30,1995,45.9
"121","Europe","Poland","","Warsaw",5,1,1995,45.3
"122","Europe","Poland","","Warsaw",5,2,1995,40.8
"123","Europe","Poland","","Warsaw",5,3,1995,46.9
"124","Europe","Poland","","Warsaw",5,4,1995,52.7
"125","Europe","Poland","","Warsaw",5,5,1995,53.8
"126","Europe","Poland","","Warsaw",5,6,1995,57.8
"127","Europe","Poland","","Warsaw",5,7,1995,49.7
"128","Europe","Poland","","Warsaw",5,8,1995,51.9
"129","Europe","Poland","","Warsaw",5,9,1995,50.1
"130","Europe","Poland","","Warsaw",5,10,1995,47
"131","Europe","Poland","","Warsaw",5,11,1995,46.3
"132","Europe","Poland","","Warsaw",5,12,1995,55.6
"133","Europe","Poland","","Warsaw",5,13,1995,57.6
"134","Europe","Poland","","Warsaw",5,14,1995,46.1
"135","Europe","Poland","","Warsaw",5,15,1995,45.4
"136","Europe","Poland","","Warsaw",5,16,1995,51.3
"137","Europe","Poland","","Warsaw",5,17,1995,56.5
"138","Europe","Poland","","Warsaw",5,18,1995,61.6
"139","Europe","Poland","","Warsaw",5,19,1995,53.5
"140","Europe","Poland","","Warsaw",5,20,1995,46.3
"141","Europe","Poland","","Warsaw",5,21,1995,48.5
"142","Europe","Poland","","Warsaw",5,22,1995,48.6
"143","Europe","Poland","","Warsaw",5,23,1995,52.7
"144","Europe","Poland","","Warsaw",5,24,1995,61
"145","Europe","Poland","","Warsaw",5,25,1995,58.6
"146","Europe","Poland","","Warsaw",5,26,1995,60.8
"147","Europe","Poland","","Warsaw",5,27,1995,68.8
"148","Europe","Poland","","Warsaw",5,28,1995,71
"149","Europe","Poland","","Warsaw",5,29,1995,72.1
"150","Europe","Poland","","Warsaw",5,30,1995,70.4
"151","Europe","Poland","","Warsaw",5,31,1995,71.3
"152","Europe","Poland","","Warsaw",6,1,1995,72.8
"153","Europe","Poland","","Warsaw",6,2,1995,70.3
"154","Europe","Poland","","Warsaw",6,3,1995,53.1
"155","Europe","Poland","","Warsaw",6,4,1995,57.9
"156","Europe","Poland","","Warsaw",6,5,1995,62.4
"157","Europe","Poland","","Warsaw",6,6,1995,65.3
"158","Europe","Poland","","Warsaw",6,7,1995,68.2
"159","Europe","Poland","","Warsaw",6,8,1995,68.5
"160","Europe","Poland","","Warsaw",6,9,1995,71.5
"161","Europe","Poland","","Warsaw",6,10,1995,61.6
"162","Europe","Poland","","Warsaw",6,11,1995,70
"163","Europe","Poland","","Warsaw",6,12,1995,66
"164","Europe","Poland","","Warsaw",6,13,1995,67.9
"165","Europe","Poland","","Warsaw",6,14,1995,58.9
"166","Europe","Poland","","Warsaw",6,15,1995,60.8
"167","Europe","Poland","","Warsaw",6,16,1995,60.2
"168","Europe","Poland","","Warsaw",6,17,1995,61.1
"169","Europe","Poland","","Warsaw",6,18,1995,60.2
"170","Europe","Poland","","Warsaw",6,19,1995,60.6
"171","Europe","Poland","","Warsaw",6,20,1995,61.7
"172","Europe","Poland","","Warsaw",6,21,1995,67.3
"173","Europe","Poland","","Warsaw",6,22,1995,57.9
"174","Europe","Poland","","Warsaw",6,23,1995,52.6
"175","Europe","Poland","","Warsaw",6,24,1995,55.5
"176","Europe","Poland","","Warsaw",6,25,1995,60
"177","Europe","Poland","","Warsaw",6,26,1995,62.9
"178","Europe","Poland","","Warsaw",6,27,1995,69.7
"179","Europe","Poland","","Warsaw",6,28,1995,62.5
"180","Europe","Poland","","Warsaw",6,29,1995,65.4
"181","Europe","Poland","","Warsaw",6,30,1995,68
"182","Europe","Poland","","Warsaw",7,1,1995,68.3
"183","Europe","Poland","","Warsaw",7,2,1995,60.5
"184","Europe","Poland","","Warsaw",7,3,1995,71.2
"185","Europe","Poland","","Warsaw",7,4,1995,64.4
"186","Europe","Poland","","Warsaw",7,5,1995,59.2
"187","Europe","Poland","","Warsaw",7,6,1995,60.4
"188","Europe","Poland","","Warsaw",7,7,1995,66.9
"189","Europe","Poland","","Warsaw",7,8,1995,71.9
"190","Europe","Poland","","Warsaw",7,9,1995,76
"191","Europe","Poland","","Warsaw",7,10,1995,76.1
"192","Europe","Poland","","Warsaw",7,11,1995,69.8
"193","Europe","Poland","","Warsaw",7,12,1995,69.5
"194","Europe","Poland","","Warsaw",7,13,1995,71.7
"195","Europe","Poland","","Warsaw",7,14,1995,73.6
"196","Europe","Poland","","Warsaw",7,15,1995,71
"197","Europe","Poland","","Warsaw",7,16,1995,67.4
"198","Europe","Poland","","Warsaw",7,17,1995,66.8
"199","Europe","Poland","","Warsaw",7,18,1995,65.1
"200","Europe","Poland","","Warsaw",7,19,1995,65.1
"201","Europe","Poland","","Warsaw",7,20,1995,65.6
"202","Europe","Poland","","Warsaw",7,21,1995,72.7
"203","Europe","Poland","","Warsaw",7,22,1995,77.1
"204","Europe","Poland","","Warsaw",7,23,1995,61.3
"205","Europe","Poland","","Warsaw",7,24,1995,62.8
"206","Europe","Poland","","Warsaw",7,25,1995,66.2
"207","Europe","Poland","","Warsaw",7,26,1995,63.3
"208","Europe","Poland","","Warsaw",7,27,1995,66.3
"209","Europe","Poland","","Warsaw",7,28,1995,68.2
"210","Europe","Poland","","Warsaw",7,29,1995,72.4
"211","Europe","Poland","","Warsaw",7,30,1995,73.5
"212","Europe","Poland","","Warsaw",7,31,1995,71.8
"213","Europe","Poland","","Warsaw",8,1,1995,66.8
"214","Europe","Poland","","Warsaw",8,2,1995,66.9
"215","Europe","Poland","","Warsaw",8,3,1995,68
"216","Europe","Poland","","Warsaw",8,4,1995,66.7
"217","Europe","Poland","","Warsaw",8,5,1995,65.2
"218","Europe","Poland","","Warsaw",8,6,1995,63.9
"219","Europe","Poland","","Warsaw",8,7,1995,69.4
"220","Europe","Poland","","Warsaw",8,8,1995,64.4
"221","Europe","Poland","","Warsaw",8,9,1995,60.6
"222","Europe","Poland","","Warsaw",8,10,1995,63
"223","Europe","Poland","","Warsaw",8,11,1995,63.5
"224","Europe","Poland","","Warsaw",8,12,1995,62.9
"225","Europe","Poland","","Warsaw",8,13,1995,68.7
"226","Europe","Poland","","Warsaw",8,14,1995,69.3
"227","Europe","Poland","","Warsaw",8,15,1995,62.6
"228","Europe","Poland","","Warsaw",8,16,1995,63.8
"229","Europe","Poland","","Warsaw",8,17,1995,66.2
"230","Europe","Poland","","Warsaw",8,18,1995,71.4
"231","Europe","Poland","","Warsaw",8,19,1995,73.6
"232","Europe","Poland","","Warsaw",8,20,1995,75.5
"233","Europe","Poland","","Warsaw",8,21,1995,73.5
"234","Europe","Poland","","Warsaw",8,22,1995,69.4
"235","Europe","Poland","","Warsaw",8,23,1995,73.1
"236","Europe","Poland","","Warsaw",8,24,1995,75.5
"237","Europe","Poland","","Warsaw",8,25,1995,67.2
"238","Europe","Poland","","Warsaw",8,26,1995,66
"239","Europe","Poland","","Warsaw",8,27,1995,59.5
"240","Europe","Poland","","Warsaw",8,28,1995,54.8
"241","Europe","Poland","","Warsaw",8,29,1995,53.9
"242","Europe","Poland","","Warsaw",8,30,1995,54.6
"243","Europe","Poland","","Warsaw",8,31,1995,50.7
"244","Europe","Poland","","Warsaw",9,1,1995,56.6
"245","Europe","Poland","","Warsaw",9,2,1995,55
"246","Europe","Poland","","Warsaw",9,3,1995,54
"247","Europe","Poland","","Warsaw",9,4,1995,57.9
"248","Europe","Poland","","Warsaw",9,5,1995,55.6
"249","Europe","Poland","","Warsaw",9,6,1995,57
"250","Europe","Poland","","Warsaw",9,7,1995,60.9
"251","Europe","Poland","","Warsaw",9,8,1995,63
"252","Europe","Poland","","Warsaw",9,9,1995,60.7
"253","Europe","Poland","","Warsaw",9,10,1995,59.3
"254","Europe","Poland","","Warsaw",9,11,1995,59.7
"255","Europe","Poland","","Warsaw",9,12,1995,63.5
"256","Europe","Poland","","Warsaw",9,13,1995,64.8
"257","Europe","Poland","","Warsaw",9,14,1995,67.6
"258","Europe","Poland","","Warsaw",9,15,1995,66.2
"259","Europe","Poland","","Warsaw",9,16,1995,58.4
"260","Europe","Poland","","Warsaw",9,17,1995,50.7
"261","Europe","Poland","","Warsaw",9,18,1995,49.1
"262","Europe","Poland","","Warsaw",9,19,1995,50.1
"263","Europe","Poland","","Warsaw",9,20,1995,52.8
"264","Europe","Poland","","Warsaw",9,21,1995,54.7
"265","Europe","Poland","","Warsaw",9,22,1995,51
"266","Europe","Poland","","Warsaw",9,23,1995,52.5
"267","Europe","Poland","","Warsaw",9,24,1995,56.6
"268","Europe","Poland","","Warsaw",9,25,1995,57.3
"269","Europe","Poland","","Warsaw",9,26,1995,54.6
"270","Europe","Poland","","Warsaw",9,27,1995,54.5
"271","Europe","Poland","","Warsaw",9,28,1995,50.1
"272","Europe","Poland","","Warsaw",9,29,1995,46.4
"273","Europe","Poland","","Warsaw",9,30,1995,42.5
"274","Europe","Poland","","Warsaw",10,1,1995,43.2
"275","Europe","Poland","","Warsaw",10,2,1995,45.7
"276","Europe","Poland","","Warsaw",10,3,1995,52.2
"277","Europe","Poland","","Warsaw",10,4,1995,53.1
"278","Europe","Poland","","Warsaw",10,5,1995,58.3
"279","Europe","Poland","","Warsaw",10,6,1995,59.3
"280","Europe","Poland","","Warsaw",10,7,1995,62.4
"281","Europe","Poland","","Warsaw",10,8,1995,61.4
"282","Europe","Poland","","Warsaw",10,9,1995,59.8
"283","Europe","Poland","","Warsaw",10,10,1995,57.2
"284","Europe","Poland","","Warsaw",10,11,1995,58.3
"285","Europe","Poland","","Warsaw",10,12,1995,58.5
"286","Europe","Poland","","Warsaw",10,13,1995,53.5
"287","Europe","Poland","","Warsaw",10,14,1995,55.3
"288","Europe","Poland","","Warsaw",10,15,1995,54
"289","Europe","Poland","","Warsaw",10,16,1995,52.3
"290","Europe","Poland","","Warsaw",10,17,1995,51.9
"291","Europe","Poland","","Warsaw",10,18,1995,52.6
"292","Europe","Poland","","Warsaw",10,19,1995,53.2
"293","Europe","Poland","","Warsaw",10,20,1995,50.3
"294","Europe","Poland","","Warsaw",10,21,1995,43.1
"295","Europe","Poland","","Warsaw",10,22,1995,37.3
"296","Europe","Poland","","Warsaw",10,23,1995,39.3
"297","Europe","Poland","","Warsaw",10,24,1995,41
"298","Europe","Poland","","Warsaw",10,25,1995,39.4
"299","Europe","Poland","","Warsaw",10,26,1995,39.4
"300","Europe","Poland","","Warsaw",10,27,1995,42.2
"301","Europe","Poland","","Warsaw",10,28,1995,45.3
"302","Europe","Poland","","Warsaw",10,29,1995,42.9
"303","Europe","Poland","","Warsaw",10,30,1995,43.8
"304","Europe","Poland","","Warsaw",10,31,1995,43.3
"305","Europe","Poland","","Warsaw",11,1,1995,43.4
"306","Europe","Poland","","Warsaw",11,2,1995,38.8
"307","Europe","Poland","","Warsaw",11,3,1995,33.8
"308","Europe","Poland","","Warsaw",11,4,1995,32.1
"309","Europe","Poland","","Warsaw",11,5,1995,29.5
"310","Europe","Poland","","Warsaw",11,6,1995,34
"311","Europe","Poland","","Warsaw",11,7,1995,34.1
"312","Europe","Poland","","Warsaw",11,8,1995,27.6
"313","Europe","Poland","","Warsaw",11,9,1995,24.3
"314","Europe","Poland","","Warsaw",11,10,1995,31.1
"315","Europe","Poland","","Warsaw",11,11,1995,35.6
"316","Europe","Poland","","Warsaw",11,12,1995,34.3
"317","Europe","Poland","","Warsaw",11,13,1995,30.3
"318","Europe","Poland","","Warsaw",11,14,1995,30.8
"319","Europe","Poland","","Warsaw",11,15,1995,38.9
"320","Europe","Poland","","Warsaw",11,16,1995,43.5
"321","Europe","Poland","","Warsaw",11,17,1995,43
"322","Europe","Poland","","Warsaw",11,18,1995,30
"323","Europe","Poland","","Warsaw",11,19,1995,30.8
"324","Europe","Poland","","Warsaw",11,20,1995,29.2
"325","Europe","Poland","","Warsaw",11,21,1995,27.2
"326","Europe","Poland","","Warsaw",11,22,1995,24
"327","Europe","Poland","","Warsaw",11,23,1995,22
"328","Europe","Poland","","Warsaw",11,24,1995,32.3
"329","Europe","Poland","","Warsaw",11,25,1995,31.9
"330","Europe","Poland","","Warsaw",11,26,1995,28.1
"331","Europe","Poland","","Warsaw",11,27,1995,28.8
"332","Europe","Poland","","Warsaw",11,28,1995,30.8
"333","Europe","Poland","","Warsaw",11,29,1995,28.8
"334","Europe","Poland","","Warsaw",11,30,1995,23.9
"335","Europe","Poland","","Warsaw",12,1,1995,26.2
"336","Europe","Poland","","Warsaw",12,2,1995,25
"337","Europe","Poland","","Warsaw",12,3,1995,28.1
"338","Europe","Poland","","Warsaw",12,4,1995,24.4
"339","Europe","Poland","","Warsaw",12,5,1995,17.1
"340","Europe","Poland","","Warsaw",12,6,1995,17.8
"341","Europe","Poland","","Warsaw",12,7,1995,22.3
"342","Europe","Poland","","Warsaw",12,8,1995,23
"343","Europe","Poland","","Warsaw",12,9,1995,22.2
"344","Europe","Poland","","Warsaw",12,10,1995,28.8
"345","Europe","Poland","","Warsaw",12,11,1995,32.9
"346","Europe","Poland","","Warsaw",12,12,1995,30.9
"347","Europe","Poland","","Warsaw",12,13,1995,24.8
"348","Europe","Poland","","Warsaw",12,14,1995,26
"349","Europe","Poland","","Warsaw",12,15,1995,21.1
"350","Europe","Poland","","Warsaw",12,16,1995,21.6
"351","Europe","Poland","","Warsaw",12,17,1995,25.1
"352","Europe","Poland","","Warsaw",12,18,1995,30.4
"353","Europe","Poland","","Warsaw",12,19,1995,29.1
"354","Europe","Poland","","Warsaw",12,20,1995,27.6
"355","Europe","Poland","","Warsaw",12,21,1995,17.2
"356","Europe","Poland","","Warsaw",12,22,1995,16.9
"357","Europe","Poland","","Warsaw",12,23,1995,38.4
"358","Europe","Poland","","Warsaw",12,24,1995,35
"359","Europe","Poland","","Warsaw",12,25,1995,23.4
"360","Europe","Poland","","Warsaw",12,26,1995,25.5
"361","Europe","Poland","","Warsaw",12,27,1995,9.9
"362","Europe","Poland","","Warsaw",12,28,1995,5.8
"363","Europe","Poland","","Warsaw",12,29,1995,6
"364","Europe","Poland","","Warsaw",12,30,1995,5.9
"365","Europe","Poland","","Warsaw",12,31,1995,8.5
"366","Europe","Poland","","Warsaw",1,1,1996,15.3
"367","Europe","Poland","","Warsaw",1,2,1996,20.5
"368","Europe","Poland","","Warsaw",1,3,1996,21.2
"369","Europe","Poland","","Warsaw",1,4,1996,26.6
"370","Europe","Poland","","Warsaw",1,5,1996,25.9
"371","Europe","Poland","","Warsaw",1,6,1996,25.4
"372","Europe","Poland","","Warsaw",1,7,1996,21.7
"373","Europe","Poland","","Warsaw",1,8,1996,27.5
"374","Europe","Poland","","Warsaw",1,9,1996,30.3
"375","Europe","Poland","","Warsaw",1,10,1996,34.4
"376","Europe","Poland","","Warsaw",1,11,1996,36.6
"377","Europe","Poland","","Warsaw",1,12,1996,36.6
"378","Europe","Poland","","Warsaw",1,13,1996,32.1
"379","Europe","Poland","","Warsaw",1,14,1996,27.6
"380","Europe","Poland","","Warsaw",1,15,1996,18.9
"381","Europe","Poland","","Warsaw",1,16,1996,17
"382","Europe","Poland","","Warsaw",1,17,1996,19.4
"383","Europe","Poland","","Warsaw",1,18,1996,23.4
"384","Europe","Poland","","Warsaw",1,19,1996,20.8
"385","Europe","Poland","","Warsaw",1,20,1996,17.7
"386","Europe","Poland","","Warsaw",1,21,1996,18.6
"387","Europe","Poland","","Warsaw",1,22,1996,18.7
"388","Europe","Poland","","Warsaw",1,23,1996,14
"389","Europe","Poland","","Warsaw",1,24,1996,9.3
"390","Europe","Poland","","Warsaw",1,25,1996,4.7
"391","Europe","Poland","","Warsaw",1,26,1996,6.4
"392","Europe","Poland","","Warsaw",1,27,1996,9.1
"393","Europe","Poland","","Warsaw",1,28,1996,13.7
"394","Europe","Poland","","Warsaw",1,29,1996,18.6
"395","Europe","Poland","","Warsaw",1,30,1996,27.3
"396","Europe","Poland","","Warsaw",1,31,1996,26.2
"397","Europe","Poland","","Warsaw",2,1,1996,20.5
"398","Europe","Poland","","Warsaw",2,2,1996,18.5
"399","Europe","Poland","","Warsaw",2,3,1996,18.2
"400","Europe","Poland","","Warsaw",2,4,1996,19.8
"401","Europe","Poland","","Warsaw",2,5,1996,20.8
"402","Europe","Poland","","Warsaw",2,6,1996,8.9
"403","Europe","Poland","","Warsaw",2,7,1996,12
"404","Europe","Poland","","Warsaw",2,8,1996,7.3
"405","Europe","Poland","","Warsaw",2,9,1996,7
"406","Europe","Poland","","Warsaw",2,10,1996,9
"407","Europe","Poland","","Warsaw",2,11,1996,13.3
"408","Europe","Poland","","Warsaw",2,12,1996,22.6
"409","Europe","Poland","","Warsaw",2,13,1996,22.8
"410","Europe","Poland","","Warsaw",2,14,1996,21.7
"411","Europe","Poland","","Warsaw",2,15,1996,22.3
"412","Europe","Poland","","Warsaw",2,16,1996,31.2
"413","Europe","Poland","","Warsaw",2,17,1996,35.4
"414","Europe","Poland","","Warsaw",2,18,1996,28.9
"415","Europe","Poland","","Warsaw",2,19,1996,33.4
"416","Europe","Poland","","Warsaw",2,20,1996,32.8
"417","Europe","Poland","","Warsaw",2,21,1996,28.1
"418","Europe","Poland","","Warsaw",2,22,1996,26.8
"419","Europe","Poland","","Warsaw",2,23,1996,25.3
"420","Europe","Poland","","Warsaw",2,24,1996,24
"421","Europe","Poland","","Warsaw",2,25,1996,26.9
"422","Europe","Poland","","Warsaw",2,26,1996,32.6
"423","Europe","Poland","","Warsaw",2,27,1996,26.4
"424","Europe","Poland","","Warsaw",2,28,1996,19.7
"425","Europe","Poland","","Warsaw",2,29,1996,22.5
"426","Europe","Poland","","Warsaw",3,1,1996,28.6
"427","Europe","Poland","","Warsaw",3,2,1996,24.9
"428","Europe","Poland","","Warsaw",3,3,1996,20.9
"429","Europe","Poland","","Warsaw",3,4,1996,20.1
"430","Europe","Poland","","Warsaw",3,5,1996,26.9
"431","Europe","Poland","","Warsaw",3,6,1996,30
"432","Europe","Poland","","Warsaw",3,7,1996,29.1
"433","Europe","Poland","","Warsaw",3,8,1996,25.1
"434","Europe","Poland","","Warsaw",3,9,1996,23.7
"435","Europe","Poland","","Warsaw",3,10,1996,27.1
"436","Europe","Poland","","Warsaw",3,11,1996,23.5
"437","Europe","Poland","","Warsaw",3,12,1996,24.2
"438","Europe","Poland","","Warsaw",3,13,1996,28.3
"439","Europe","Poland","","Warsaw",3,14,1996,29.2
"440","Europe","Poland","","Warsaw",3,15,1996,33.7
"441","Europe","Poland","","Warsaw",3,16,1996,32.1
"442","Europe","Poland","","Warsaw",3,17,1996,29.5
"443","Europe","Poland","","Warsaw",3,18,1996,28.8
"444","Europe","Poland","","Warsaw",3,19,1996,28.7
"445","Europe","Poland","","Warsaw",3,20,1996,27.6
"446","Europe","Poland","","Warsaw",3,21,1996,31.1
"447","Europe","Poland","","Warsaw",3,22,1996,32.3
"448","Europe","Poland","","Warsaw",3,23,1996,34.9
"449","Europe","Poland","","Warsaw",3,24,1996,34
"450","Europe","Poland","","Warsaw",3,25,1996,35.2
"451","Europe","Poland","","Warsaw",3,26,1996,34.4
"452","Europe","Poland","","Warsaw",3,27,1996,33.8
"453","Europe","Poland","","Warsaw",3,28,1996,32.9
"454","Europe","Poland","","Warsaw",3,29,1996,32.8
"455","Europe","Poland","","Warsaw",3,30,1996,31.9
"456","Europe","Poland","","Warsaw",3,31,1996,30.9
"457","Europe","Poland","","Warsaw",4,1,1996,31.9
"458","Europe","Poland","","Warsaw",4,2,1996,33.8
"459","Europe","Poland","","Warsaw",4,3,1996,34.3
"460","Europe","Poland","","Warsaw",4,4,1996,38.4
"461","Europe","Poland","","Warsaw",4,5,1996,44.3
"462","Europe","Poland","","Warsaw",4,6,1996,44.7
"463","Europe","Poland","","Warsaw",4,7,1996,45.9
"464","Europe","Poland","","Warsaw",4,8,1996,46.1
"465","Europe","Poland","","Warsaw",4,9,1996,44.1
"466","Europe","Poland","","Warsaw",4,10,1996,43.1
"467","Europe","Poland","","Warsaw",4,11,1996,38.6
"468","Europe","Poland","","Warsaw",4,12,1996,32.1
"469","Europe","Poland","","Warsaw",4,13,1996,30.9
"470","Europe","Poland","","Warsaw",4,14,1996,31.4
"471","Europe","Poland","","Warsaw",4,15,1996,38.4
"472","Europe","Poland","","Warsaw",4,16,1996,46.1
"473","Europe","Poland","","Warsaw",4,17,1996,48.1
"474","Europe","Poland","","Warsaw",4,18,1996,48.8
"475","Europe","Poland","","Warsaw",4,19,1996,53.1
"476","Europe","Poland","","Warsaw",4,20,1996,56.1
"477","Europe","Poland","","Warsaw",4,21,1996,60.8
"478","Europe","Poland","","Warsaw",4,22,1996,63.1
"479","Europe","Poland","","Warsaw",4,23,1996,63.6
"480","Europe","Poland","","Warsaw",4,24,1996,63.2
"481","Europe","Poland","","Warsaw",4,25,1996,56
"482","Europe","Poland","","Warsaw",4,26,1996,56.2
"483","Europe","Poland","","Warsaw",4,27,1996,51
"484","Europe","Poland","","Warsaw",4,28,1996,53.8
"485","Europe","Poland","","Warsaw",4,29,1996,55.9
